År,Art,Landingsplads,Levende vægt (kg),Landet vægt (kg),Værdi (kr),lat,lon
2023,Torsk,Stubbekøbing,15,13,172,54.888364,12.0381564
2023,Torsk,Thorsminde,"151,578","129,794","5,835,063",56.374526,8.1232421
2023,Torsk,Thorup strand,"67,124","58,664","2,032,738",57.1325764,9.1329115
2023,Torsk,Thyborøn,"1,097,560","939,672","37,016,471",56.6981186,8.2117981
2023,Torsk,Vedbæk,"3,210","2,856","67,387",55.8540912,12.5653124
2023,Torsk,Vesterø,89,76,,57.2950657,10.9265417
2024,Torsk,Agernæs,1,1,,55.5902754,10.3416912
2024,Torsk,Anholt,97,83,"1,204",56.7128297,11.562026
2024,Torsk,Årøsund,39,38,,55.2580919,9.7068676
2024,Torsk,Assens (fyn),27,23,,,
2024,Torsk,Bagenkop,"3,567","3,115","74,086",54.7495173,10.6751651
2024,Torsk,Ballen (samsø),2,2,,55.8157777,10.637472
2024,Torsk,Blokhus,47,40,,57.2523474,9.5842346
2024,Torsk,Bønnerup,826,709,"9,896",56.5193467,10.7203397
2024,Torsk,Dragør,15,13,,55.592487,12.6719953
2024,Torsk,Egernsund,6,5,,54.9065871,9.6032632
2024,Torsk,Fåborg,81,69,,55.097087,10.2428246
2024,Torsk,Frederikshavn,0,0,,57.4412134,10.5336225
2024,Torsk,Gilleleje,"4,072","3,546","71,981",56.1244169,12.3124485
2024,Torsk,Grenå,"1,775","1,629","15,790",56.4134419,10.8793137
2024,Torsk,Hals,184,157,"4,221",56.9963038,10.3084669
2024,Torsk,Hanstholm,"1,688,924","1,446,927","55,153,138",57.1150165,8.6144947
2024,Torsk,Hasle,73,66,,55.1838021,14.7061711
2024,Torsk,Helsingør,247,222,,56.0348739,12.6130073
2024,Torsk,Hesnæs,2,2,,54.8241885,12.1364893
2024,Torsk,Hirtshals,"901,341","773,705","27,936,593",57.5908031,9.9649737
2024,Torsk,Hundested,"1,086",985,"11,386",55.9668501,11.8515494
2024,Torsk,Hvide sande,"66,909","57,259","2,811,463",56.0057884,8.1288435
2024,Torsk,Kalvø,91,91,,54.7236376,11.8617612
2024,Torsk,Kastrup,62,62,,55.6357222,12.6469508
2024,Torsk,Kerteminde,19,19,,55.4532771,10.6547783
2024,Torsk,Klintholm havn,91,78,,54.9540184,12.4690854
2024,Torsk,Køge,33,29,,55.4565009,12.1818964
2024,Torsk,Korsør,104,90,,55.3266045,11.1425876
2024,Torsk,Kramnitze,26,23,,54.7081316,11.2570162
2024,Torsk,Langø,"3,627","3,110","87,137",54.8134596,11.0196153
2024,Torsk,Løkken,"15,005","12,923","428,492",57.3704858,9.7112502
2024,Torsk,Lønstrup,"2,221","1,899","58,472",57.468435,9.7980104
2024,Torsk,Marstal,"2,457","2,100",,54.8558332,10.5174056
2024,Torsk,Mommark,735,646,,54.9213988,10.040313
2024,Torsk,Nexø,"1,855","1,630","16,698",55.0650145,15.1307273
2024,Torsk,Nørre vorupør,329,281,"9,365",56.9533533,8.3754337
2024,Torsk,Nyborg,4,3,,55.3098281,10.7976604
2024,Torsk,Odden,4,4,,57.5378138,10.0938699
2024,Torsk,Østerby,"8,532","7,312","174,232",57.0604418,9.5995831
2024,Torsk,Rødhus,537,472,"17,616",57.2167969,9.5372429
2024,Torsk,Rødvig,87,83,940,55.2553773,12.3792675
2024,Torsk,Rønnerhavn,1,1,,,
2024,Torsk,Skagen,"427,267","366,237","13,646,860",57.7259703,10.5844602
2024,Torsk,Skovshoved,5,4,,55.7595816,12.5956873
2024,Torsk,Skudehavnen/københavn,90,77,,55.7148677,12.6031149
2024,Torsk,Sletten,542,465,,55.9542448,12.5304611
2024,Torsk,Snekkersten,17,16,,56.0107273,12.579952
2024,Torsk,Søby,43,37,,54.6890665,11.7283083
2024,Torsk,Sømarken,7,4,,55.0059701,14.9710178
2024,Torsk,Sønderborg,109,93,,54.9089186,9.7897999
2024,Torsk,Spodsbjerg,"4,455","3,925","122,110",54.9299931,10.8275735
2024,Torsk,Stenbjerg,11,9,221,56.9209541,8.3592847
2024,Torsk,Strandby (nordjylland),"47,778","41,124","1,440,437",57.4926713,10.4978821
2024,Torsk,Stubbekøbing,1,1,,54.888364,12.0381564
2024,Torsk,Thorsminde,"180,613","154,564","7,522,203",56.374526,8.1232421
2024,Torsk,Thorup strand,"59,455","52,028","1,956,394",57.1325764,9.1329115
2024,Torsk,Thyborøn,"1,317,645","1,128,562","48,958,150",56.6981186,8.2117981
2024,Torsk,Vedbæk,365,317,"6,241",55.8540912,12.5653124
2024,Torsk,Vesterø,37,32,,57.2950657,10.9265417
2025,Torsk,Ålbæk,145,124,,57.5925422,10.4115924
2025,Torsk,Anholt,50,41,553,56.7128297,11.562026
2025,Torsk,Bagenkop,"1,945","1,749","44,018",54.7495173,10.6751651
2025,Torsk,Blokhus,104,89,,57.2523474,9.5842346
2025,Torsk,Bønnerup,273,236,"4,528",56.5193467,10.7203397
2025,Torsk,Dragør,13,13,,55.592487,12.6719953
2025,Torsk,Gilleleje,"1,316","1,148","26,863",56.1244169,12.3124485
2025,Torsk,Grenå,120,104,"1,560",56.4134419,10.8793137
2025,Torsk,Hals,"1,658","1,435","58,458",56.9963038,10.3084669
2025,Torsk,Hanstholm,"894,035","767,048","35,548,568",57.1150165,8.6144947
2025,Torsk,Hasle,284,274,,55.1838021,14.7061711
2025,Torsk,Helsingør,27,23,,56.0348739,12.6130073
2025,Torsk,Hirtshals,"453,277","388,888","17,263,740",57.5908031,9.9649737
2025,Torsk,Hundested,883,791,"6,706",55.9668501,11.8515494
2025,Torsk,Hvide sande,"35,062","31,383","1,513,651",56.0057884,8.1288435
2025,Torsk,Kalvø,32,32,,54.7236376,11.8617612
2025,Torsk,Kerteminde,26,26,,55.4532771,10.6547783
2025,Torsk,Klitmøller,109,93,,57.0401536,8.4985063
2025,Torsk,København,6,6,,55.6867243,12.5700724
2025,Torsk,Køge,39,34,,55.4565009,12.1818964
2025,Torsk,Korshavn (v. fyns hoved),9,8,,,
2025,Torsk,Korsør,13,12,,55.3266045,11.1425876
2025,Torsk,Kramnitze,8,7,,54.7081316,11.2570162
2025,Torsk,Langø,917,800,,54.8134596,11.0196153
2025,Torsk,Listed,1,1,,55.1443676,15.1120376
2025,Torsk,Løkken,"2,491","2,151","84,923",57.3704858,9.7112502
2025,Torsk,Lønstrup,459,393,"16,425",57.468435,9.7980104
2025,Torsk,Marstal,421,360,,54.8558332,10.5174056
2025,Torsk,Mommark,138,120,,54.9213988,10.040313
2025,Torsk,Nexø,270,235,"2,625",55.0650145,15.1307273
2025,Torsk,Nørre vorupør,34,29,"1,258",56.9533533,8.3754337
2025,Torsk,Odden,1,1,,57.5378138,10.0938699
2025,Torsk,Østerby,"3,890","3,349","94,817",57.0604418,9.5995831
2025,Torsk,Rødhus,371,351,,57.2167969,9.5372429
2025,Torsk,Rødvig,78,82,,55.2553773,12.3792675
2025,Torsk,Rønne,1,1,,55.0994511,14.7060906
2025,Torsk,Skagen,"233,834","200,612","9,028,437",57.7259703,10.5844602
2025,Torsk,Skovshoved,2,2,,55.7595816,12.5956873
2025,Torsk,Sletten,128,110,,55.9542448,12.5304611
2025,Torsk,Slettestrand,66,57,,57.1515512,9.366283
2025,Torsk,Snekkersten,15,15,,56.0107273,12.579952
2025,Torsk,Sønderborg,115,98,,54.9089186,9.7897999
2025,Torsk,Spodsbjerg,"1,631","1,472","50,671",54.9299931,10.8275735
2025,Torsk,Stenbjerg,2,2,,56.9209541,8.3592847
2025,Torsk,Strandby (nordjylland),"26,210","22,501","945,836",57.4926713,10.4978821
2025,Torsk,Tejn,39,33,,55.2489885,14.833428
2025,Torsk,Thorsminde,"143,416","124,612","6,482,382",56.374526,8.1232421
2025,Torsk,Thorup strand,"19,332","17,349","804,599",57.1325764,9.1329115
2025,Torsk,Thyborøn,"714,316","612,549","31,800,146",56.6981186,8.2117981
2025,Torsk,Vang,1,1,,55.2480758,14.7392738
2025,Torsk,Vedbæk,11,10,346,55.8540912,12.5653124
2025,Torsk,Vesterø,40,34,,57.2950657,10.9265417
